image_name,fracture_fracton,PnS2_sum,PnP3H_sum,PnP3V_sum,PnP4_sum,PnP6V_sum,PnL_sum,FnS2_sum,FnP3H_sum,FnP3V_sum,FnP4_sum,FnP6V_sum,FnL_sum
CS_5057_5_B_89_4_1,0.1445,1.7838,0.3517,0.3668,0.4016,0.2508,0.8516,5.9781,1.2741,1.6412,2.7458,1.6989,5.6163
CS_5057_5_B_8_1_1,0.0468,0.3,0.0688,0.0715,0.0797,0.0587,0.1526,4.2693,1.3601,1.3512,1.6989,1.26,4.1389
CS_5057_5_B_8_2_1,0.0929,0.9218,0.1783,0.179,0.2132,0.1414,0.4609,5.8185,1.5752,1.5039,2.239,1.5286,5.573
CS_5057_5_B_8_3_1,0.0807,0.7392,0.1368,0.1386,0.1657,0.1126,0.3727,5.5759,1.2611,1.4169,2.0548,1.396,5.3472
CS_5057_5_B_8_4_1,0.1239,1.2911,0.2386,0.2519,0.286,0.1897,0.6407,4.8188,1.1082,1.2866,2.162,1.535,4.6462
CS_5057_5_B_90_1_1,0.1263,1.3902,0.2576,0.2601,0.2933,0.1917,0.5947,5.3638,1.3551,1.3562,2.1532,1.5116,5.0178
CS_5057_5_B_90_2_1,0.1194,1.4747,0.3147,0.3138,0.377,0.239,0.771,7.2475,2.0064,2.0099,3.0758,2.0082,7.0159
CS_5057_5_B_90_3_1,0.1763,2.3235,0.5179,0.5039,0.5466,0.331,0.9226,5.2927,1.4894,1.4927,2.857,1.8585,5.1042
CS_5057_5_B_90_4_1,0.0694,0.6029,0.1205,0.112,0.1295,0.0899,0.2411,5.6126,1.5518,1.4183,1.8609,1.3009,5.4139
CS_5057_5_B_91_1_1,0.1732,2.4298,0.5287,0.5314,0.5717,0.3162,0.855,6.4908,1.8564,1.6422,3.2028,1.8165,6.0676
CS_5057_5_B_91_2_1,0.1403,1.7846,0.3999,0.3935,0.478,0.282,0.7733,6.6421,1.9513,1.9659,3.3525,2.009,6.5288
CS_5057_5_B_91_3_1,0.0878,0.6921,0.1435,0.1423,0.163,0.1156,0.2946,3.8314,1.2497,1.1926,1.86,1.3155,3.7323
CS_5057_5_B_91_4_1,0.0806,0.744,0.1459,0.1369,0.1667,0.1147,0.3666,5.6487,1.5778,1.4839,2.0436,1.4252,5.4084
CS_5057_5_B_92_1_1,0.1093,1.174,0.2339,0.2385,0.2696,0.1764,0.5658,5.9158,1.6139,1.6603,2.4689,1.6158,5.7262
CS_5057_5_B_92_2_1,0.1471,1.9518,0.4087,0.4047,0.4523,0.2698,0.8198,6.9312,1.7289,1.9493,2.9831,1.8384,6.5459
CS_5057_5_B_92_3_1,0.122,1.5623,0.3618,0.3612,0.4288,0.261,0.7671,7.6326,2.4305,2.5264,3.4578,2.1476,7.2818
CS_5057_5_B_92_4_1,0.1459,1.6829,0.3363,0.3373,0.3646,0.229,0.6561,4.9692,1.2693,1.3609,2.2907,1.5708,4.7484
CS_5057_5_B_93_1_1,0.0741,0.6059,0.1255,0.1219,0.1548,0.1066,0.293,4.8243,1.2347,1.4334,2.0395,1.4436,4.6976
CS_5057_5_B_93_2_1,0.0961,0.8666,0.1824,0.1775,0.2122,0.1442,0.4374,4.6547,1.5336,1.3397,2.1531,1.506,4.6111
CS_5057_5_B_93_3_1,0.1079,1.2039,0.245,0.2462,0.2743,0.1698,0.4803,6.4569,1.7248,1.7769,2.5503,1.5776,6.1373
CS_5057_5_B_93_4_1,0.1095,1.1011,0.2369,0.2283,0.2639,0.1746,0.4771,5.1487,1.6673,1.3438,2.3787,1.5997,5.0303
CS_5057_5_B_94_1_1,0.0983,1.346,0.2873,0.2802,0.3412,0.1948,0.6003,9.7261,2.2002,2.5826,3.4109,1.9869,9.4082
CS_5057_5_B_94_2_1,0.1015,0.9915,0.2143,0.2171,0.2503,0.1648,0.4443,5.2176,1.8004,1.7591,2.4618,1.6276,5.1387
CS_5057_5_B_94_3_1,0.1254,1.5971,0.3337,0.3377,0.4126,0.2609,0.8419,7.3851,2.0745,1.5173,3.1968,2.0825,7.1108
CS_5057_5_B_94_4_1,0.1175,1.6217,0.3565,0.349,0.4052,0.2258,0.7204,8.9736,2.4972,2.4,3.4487,1.9158,8.9181
CS_5057_5_B_95_1_1,0.1075,1.1261,0.2321,0.2331,0.2524,0.1626,0.4312,5.7126,1.7305,1.7967,2.3248,1.5187,5.344
CS_5057_5_B_95_2_1,0.0888,0.9175,0.1771,0.1766,0.1978,0.1288,0.3964,6.4729,1.7421,1.7116,2.2214,1.4542,6.1354
CS_5057_5_B_95_3_1,0.1308,1.9319,0.4373,0.438,0.4825,0.2637,0.7156,9.4597,2.785,2.9268,3.6577,2.0131,9.0337
CS_5057_5_B_95_4_1,0.1079,1.3654,0.3004,0.3109,0.3583,0.2079,0.5881,8.1427,2.4048,2.4816,3.3132,1.9296,7.7195
CS_5057_5_B_96_1_1,0.0754,0.6557,0.1322,0.1299,0.1497,0.1044,0.2835,5.3212,1.5115,1.5875,1.9857,1.3899,5.0378
CS_5057_5_B_96_2_1,0.0779,0.581,0.1424,0.1419,0.177,0.1216,0.3153,3.8699,1.5677,1.4305,2.25,1.566,3.7827
CS_5057_5_B_96_3_1,0.0764,0.5688,0.119,0.1179,0.1413,0.1001,0.2557,3.9176,1.3516,1.3546,1.8431,1.3151,3.8166
CS_5057_5_B_96_4_1,0.0352,0.2113,0.0484,0.0477,0.0545,0.0413,0.0939,4.3887,1.3042,1.3423,1.5539,1.1754,4.2248
CS_5057_5_B_97_1_1,0.0819,0.7275,0.1645,0.157,0.2004,0.137,0.4223,5.2101,1.7659,1.5611,2.4154,1.6791,5.0811
CS_5057_5_B_97_2_1,0.0563,0.4903,0.0859,0.0785,0.1047,0.0699,0.2269,6.2487,1.391,1.2425,1.851,1.2472,5.9932
CS_5057_5_B_97_3_1,0.0676,0.9018,0.2146,0.2305,0.2763,0.1654,0.4381,10.6812,3.0701,3.3045,4.0928,2.4535,10.25
CS_5057_5_B_97_4_1,0.0915,0.739,0.169,0.1714,0.2041,0.1405,0.3627,3.8551,1.4494,1.5049,2.2317,1.5417,3.7265
CS_5057_5_B_98_1_1,0.0856,0.8651,0.1557,0.1487,0.1844,0.1226,0.4339,6.3753,1.6026,1.5047,2.0836,1.4385,6.0265
CS_5057_5_B_98_2_1,0.0841,0.8641,0.1966,0.1991,0.2287,0.1418,0.3696,6.6331,2.1832,1.9167,2.7158,1.6933,6.478
CS_5057_5_B_98_3_1,0.1157,1.0592,0.2284,0.2341,0.2701,0.1805,0.4748,3.8175,1.1196,1.2961,2.3117,1.5384,3.7236
CS_5057_5_B_98_4_1,0.0775,0.5698,0.1218,0.1259,0.1477,0.1047,0.2641,3.7711,1.2566,1.2498,1.8948,1.3561,3.6027
CS_5057_5_B_99_1_1,0.1144,1.074,0.2114,0.2116,0.2304,0.157,0.422,4.1473,1.2363,1.2131,1.9905,1.3767,4.1651
CS_5057_5_B_99_2_1,0.1026,1.282,0.2791,0.2778,0.3159,0.19,0.5286,8.2019,2.3921,2.4588,3.0222,1.8568,7.8871
CS_5057_5_B_99_3_1,0.0874,0.8313,0.1842,0.1741,0.2058,0.1356,0.3772,5.6311,1.8886,1.6988,2.3512,1.5577,5.3808
CS_5057_5_B_99_4_1,0.0678,0.5389,0.116,0.1172,0.1295,0.0911,0.2262,4.8832,1.4924,1.5363,1.9089,1.3484,4.7109
CS_5057_5_B_9_1_1,0.1298,1.6375,0.2879,0.2702,0.3395,0.2023,0.827,7.0448,1.6591,1.5018,2.5581,1.5611,6.627
CS_5057_5_B_9_2_1,0.1438,1.6099,0.2993,0.2943,0.3326,0.2154,0.7155,4.6758,0.8684,0.9814,2.0713,1.4712,4.3943
CS_5057_5_B_9_3_1,0.1712,2.1168,0.4005,0.4069,0.4577,0.2853,1.019,4.5972,1.1358,0.995,2.5272,1.6626,4.4823
CS_5057_5_B_9_4_1,0.0865,0.7523,0.1624,0.1532,0.1843,0.1292,0.3702,4.7799,1.6302,1.4827,2.1269,1.4969,4.6144
